,loss,auc,PR,accuracy,precision,recall,val_loss,val_auc,val_PR,val_accuracy,val_precision,val_recall
0,0.2699970304965973,0.8635570406913757,0.5790714025497437,0.8990650177001953,0.7140522599220276,0.3605610430240631,0.17265816032886505,0.9530389904975891,0.8050012588500977,0.9369024634361267,0.8415841460227966,0.6296296119689941
1,0.21975211799144745,0.9158276915550232,0.7035551071166992,0.9167020916938782,0.7505854964256287,0.5288779139518738,0.1562911868095398,0.9657701849937439,0.8540163040161133,0.9412046074867249,0.8730964660644531,0.6370370388031006
2,0.19662810862064362,0.9342469573020935,0.7597872018814087,0.9243518710136414,0.7783964276313782,0.5767326951026917,0.1473485678434372,0.9708307981491089,0.852023720741272,0.9469407200813293,0.8916256427764893,0.6703703999519348
3,0.17603296041488647,0.9481534957885742,0.7961704730987549,0.9334891438484192,0.7872549295425415,0.6625412702560425,0.14520640671253204,0.9728096723556519,0.8771016001701355,0.9416825771331787,0.915730357170105,0.6037036776542664
4,0.17142459750175476,0.9522011876106262,0.8161715269088745,0.9374734163284302,0.8088162541389465,0.6736798882484436,0.14415444433689117,0.9695348739624023,0.8592107892036438,0.9478967785835266,0.9086294174194336,0.6629629731178284
5,0.15464915335178375,0.9604313373565674,0.8424437046051025,0.9418827295303345,0.8127939701080322,0.7128713130950928,0.13334694504737854,0.9761810302734375,0.8794640302658081,0.9512428045272827,0.8684210777282715,0.7333333492279053
6,0.14575740694999695,0.966075599193573,0.8551449775695801,0.9461326003074646,0.8248847723007202,0.7384488582611084,0.1370013803243637,0.972553551197052,0.8716152906417847,0.9469407200813293,0.8994975090026855,0.6629629731178284
7,0.13868339359760284,0.9687521457672119,0.8725441098213196,0.9503293633460999,0.840109646320343,0.7586633563041687,0.13381433486938477,0.9745396375656128,0.8804947137832642,0.9517208337783813,0.8823529481887817,0.7222222089767456
8,0.13318772614002228,0.971611499786377,0.8813196420669556,0.9500637650489807,0.8363553881645203,0.7611386179924011,0.14330047369003296,0.9715717434883118,0.8585007190704346,0.95219886302948,0.8863636255264282,0.7222222089767456
9,0.13269062340259552,0.9718798995018005,0.8814917802810669,0.9508074522018433,0.8340767025947571,0.7714521288871765,0.12801195681095123,0.9778865575790405,0.8834140300750732,0.9526768922805786,0.8547717928886414,0.7629629373550415
10,0.12311974167823792,0.9748419523239136,0.8961345553398132,0.9541011452674866,0.8624535202980042,0.7656765580177307,0.15578986704349518,0.9698662161827087,0.8569151163101196,0.9498087763786316,0.8044280409812927,0.8074073791503906
11,0.11944492161273956,0.9776297211647034,0.901261568069458,0.9560667276382446,0.8528501987457275,0.7962046265602112,0.14845986664295197,0.9635412693023682,0.871110200881958,0.9545888900756836,0.8600823283195496,0.7740740776062012
12,0.11619091033935547,0.9776108860969543,0.9082804918289185,0.9572885632514954,0.8584070801734924,0.8003300428390503,0.17601782083511353,0.9624049663543701,0.8489229679107666,0.9450286626815796,0.7924528121948242,0.7777777910232544
